"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/03/2003","AQS","360810096","1","7.3","ug/m3 LC","30","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/06/2003","AQS","360810096","1","21.2","ug/m3 LC","70","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/09/2003","AQS","360810096","1","11.3","ug/m3 LC","47","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/12/2003","AQS","360810096","1","8.5","ug/m3 LC","35","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/15/2003","AQS","360810096","1","10.8","ug/m3 LC","45","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/18/2003","AQS","360810096","1","14","ug/m3 LC","55","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/21/2003","AQS","360810096","1","7.8","ug/m3 LC","33","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/24/2003","AQS","360810096","1","5.9","ug/m3 LC","25","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/27/2003","AQS","360810096","1","7.2","ug/m3 LC","30","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
"01/30/2003","AQS","360810096","1","25","ug/m3 LC","78","PS 214","1","100.0000","88101","PM2.5 - Local Conditions","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.77039","-73.82841"
