"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE","airnowval","aqsval"
"02/20/2003","AQS","360810124","1","0.018","ppm","17","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.018"
"02/21/2003","AQS","360810124","1","0.009","ppm","8","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.009"
"02/23/2003","AQS","360810124","1","0.028","ppm","26","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.028"
"02/24/2003","AQS","360810124","1","0.014","ppm","13","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.014"
"02/25/2003","AQS","360810124","1","0.03","ppm","28","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.03"
"02/26/2003","AQS","360810124","1","0.026","ppm","24","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.026"
"02/27/2003","AQS","360810124","1","0.026","ppm","24","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.026"
"02/28/2003","AQS","360810124","1","0.03","ppm","28","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.03"
"03/01/2003","AQS","360810124","1","0.015","ppm","14","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.015"
"03/02/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"03/03/2003","AQS","360810124","1","0.031","ppm","29","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.031"
"03/04/2003","AQS","360810124","1","0.028","ppm","26","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.028"
"03/05/2003","AQS","360810124","1","0.01","ppm","9","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.01"
"03/06/2003","AQS","360810124","1","0.021","ppm","19","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.021"
"03/07/2003","AQS","360810124","1","0.028","ppm","26","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.028"
"03/08/2003","AQS","360810124","1","0.025","ppm","23","QUEENS COLLEGE 2","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.025"
"03/09/2003","AQS","360810124","1","0.033","ppm","31","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.033"
"03/10/2003","AQS","360810124","1","0.033","ppm","31","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.033"
"03/11/2003","AQS","360810124","1","0.023","ppm","21","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.023"
"03/12/2003","AQS","360810124","1","0.01","ppm","9","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.01"
"03/13/2003","AQS","360810124","1","0.03","ppm","28","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.03"
"03/15/2003","AQS","360810124","1","0.024","ppm","22","QUEENS COLLEGE 2","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.024"
"03/16/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"03/17/2003","AQS","360810124","1","0.01","ppm","9","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.01"
"03/18/2003","AQS","360810124","1","0.044","ppm","41","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.044"
"03/19/2003","AQS","360810124","1","0.036","ppm","33","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.036"
"03/21/2003","AQS","360810124","1","0.007","ppm","6","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.007"
"03/22/2003","AQS","360810124","1","0.041","ppm","38","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.041"
"03/23/2003","AQS","360810124","1","0.042","ppm","39","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.042"
"03/24/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"03/25/2003","AQS","360810124","1","0.038","ppm","35","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.038"
"03/26/2003","AQS","360810124","1","0.026","ppm","24","QUEENS COLLEGE 2","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.026"
"03/27/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"03/28/2003","AQS","360810124","1","0.046","ppm","43","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.046"
"03/29/2003","AQS","360810124","1","0.036","ppm","33","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.036"
"03/30/2003","AQS","360810124","1","0.024","ppm","22","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.024"
"03/31/2003","AQS","360810124","1","0.037","ppm","34","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.037"
"04/01/2003","AQS","360810124","1","0.02","ppm","19","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.02"
"04/02/2003","AQS","360810124","1","0.032","ppm","30","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.032"
"04/04/2003","AQS","360810124","1","0.028","ppm","26","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.028"
"04/05/2003","AQS","360810124","1","0.025","ppm","23","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.025"
"04/06/2003","AQS","360810124","1","0.039","ppm","36","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.039"
"04/07/2003","AQS","360810124","1","0.036","ppm","33","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.036"
"04/08/2003","AQS","360810124","1","0.029","ppm","27","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.029"
"04/09/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","13","76.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"04/10/2003","AQS","360810124","1","0.037","ppm","34","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.037"
"04/11/2003","AQS","360810124","1","0.026","ppm","24","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.026"
"04/12/2003","AQS","360810124","1","0.041","ppm","38","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.041"
"04/13/2003","AQS","360810124","1","0.045","ppm","42","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.045"
"04/14/2003","AQS","360810124","1","0.041","ppm","38","QUEENS COLLEGE 2","14","82.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.041"
"04/16/2003","AQS","360810124","1","0.071","ppm","101","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.071"
"04/17/2003","AQS","360810124","1","0.036","ppm","33","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.036"
"04/18/2003","AQS","360810124","1","0.033","ppm","31","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.033"
"04/19/2003","AQS","360810124","1","0.046","ppm","43","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.046"
"04/20/2003","AQS","360810124","1","0.044","ppm","41","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.044"
"04/21/2003","AQS","360810124","1","0.036","ppm","33","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.036"
"04/22/2003","AQS","360810124","1","0.027","ppm","25","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.027"
"04/23/2003","AQS","360810124","1","0.028","ppm","26","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.028"
"04/24/2003","AQS","360810124","1","0.044","ppm","41","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.044"
"04/25/2003","AQS","360810124","1","0.05","ppm","46","QUEENS COLLEGE 2","15","88.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.05"
"04/26/2003","AQS","360810124","1","0.045","ppm","42","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.045"
"04/27/2003","AQS","360810124","1","0.047","ppm","44","QUEENS COLLEGE 2","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153",".","0.047"
